username, created_at, lng, lat, text
BrentLewisRSP, Thu Apr 23 21:18:03 +0000 2020, -119.306608, 37.269176, @xxxduckling Seems legit😇 
4by4Brewingco, Thu Apr 23 21:18:03 +0000 2020, -93.239900, 37.147800, Looking for something to do to keep busy during Quarantine?! We still have our Cookie Decorating Kit Bundle and it… https://t.co/eUXL0UFkki 
Nursedudesteve, Thu Apr 23 21:18:03 +0000 2020, -119.306608, 37.269176, @NHLonNBCSports @AnaheimDucks The Original logo was by far and away the best. I like their current orange and black… https://t.co/EH279VGdow 
ParlourSalon_DC, Thu Apr 23 21:18:03 +0000 2020, -77.037500, 39.106700, *CHRIS UPDATE* a new profile pic from him (out on the homestead in Maryland) and a rewind of some of the favorite p… https://t.co/g5ttZZYv5m 
sceley2011, Thu Apr 23 21:18:03 +0000 2020, -110.915573, 32.189391, @burkhartlaw97 @nodank_ Well put my friend. If the nominee was from Mars I could care less. Getting Trump out is the goal. 
Limitliss, Thu Apr 23 21:18:04 +0000 2020, -85.656200, 30.160200, Just posted a video @ Panama City, Florida https://t.co/EZjZiPmOnf 
LegalishCA, Thu Apr 23 21:18:03 +0000 2020, -79.272570, 43.629311, I wrote a memoir for @torontolife. It’s a raw, honest reveal of how I have gotten myself to where I am now. I hope… https://t.co/pXpQD6Oqxs 
ramblinghippo, Thu Apr 23 21:18:04 +0000 2020, -122.466450, 37.770490, The tallest, traveling big wheel is now in #goldengatepark !It was brought to the park to celebrate the parks 150… https://t.co/1YRmLFg6cu 
erynnbs, Thu Apr 23 21:18:04 +0000 2020, -98.120151, 28.329511, @shanmarieee_ is now trying to strip the blue out of my hair... lord help us 🙃 
joshuahoggard, Thu Apr 23 21:18:04 +0000 2020, -98.520057, 33.926420, @ElishaKrauss @LiveAction @gelsonsmarkets That shirt wins. 
mommafeyer, Thu Apr 23 21:18:04 +0000 2020, -89.569491, 44.900818, @BobBurr94897186 The media all around is taking a terrible beating 
whovianpbt, Thu Apr 23 21:18:04 +0000 2020, -83.601802, 42.245713, "My name is Rose Tyler, and this is the story of Torchwood, the last story I'll ever tell."#DoctorWho https://t.co/K5DhSsLsQl 
Pop_itoff, Thu Apr 23 21:18:04 +0000 2020, -96.761753, 32.819858, Watching my phone die and I’ll still be shocked when it cuts off 🥴 
eric_crocker, Thu Apr 23 21:18:04 +0000 2020, -121.300425, 37.980826, @FB_FilmAnalysis https://t.co/qhZanfj7Q9 
Yomiclass, Thu Apr 23 21:18:04 +0000 2020, -85.510207, 36.139527, 😂 😂 
mawkiemawkkk, Thu Apr 23 21:17:56 +0000 2020, -84.207404, 33.940731, @barcelonabae1 😂😂😂that’s ok . we won’t see each other till the clubs reopen 
HeinigeronSport, Thu Apr 23 21:17:59 +0000 2020, -73.210142, 40.823869, @RJHookEM90 Only watched 2 games of his. Nice slot WR. Worth a day 3 pick 
WilkinsAmee, Thu Apr 23 21:18:04 +0000 2020, -93.389864, 41.938228, @RubinReport https://t.co/5VppXwQkfi 
keenlykeena, Thu Apr 23 21:18:04 +0000 2020, -76.362276, 37.050897, 01638 533930 
FrankBednarz, Thu Apr 23 21:18:04 +0000 2020, -87.732013, 41.833585, @AlanBOCallaghan @BadCOVID19Takes They are the most-quoted HK and Shanghai indexes. 
_eliiiisaaa, Thu Apr 23 21:18:04 +0000 2020, -122.030365, 37.529056, I really just never want to find out 
JasonWilliamsNY, Thu Apr 23 21:18:04 +0000 2020, -73.450208, 40.859834, @ctitusbrown Will get together a google doc soon since so many have asked! 
ErMadWatts, Thu Apr 23 21:18:04 +0000 2020, -98.716992, 35.309047, I hope you feel better now that you are free after you tried to kill, spite and feed off me. Oh, I wish you well, my friend. 
C_U_L_L_E_N_F, Thu Apr 23 21:18:04 +0000 2020, -97.135638, 32.701850, Short reminder to keep doing whatever the fuck you want, and if someone doesn’t like it, fuck’em 
PatrickMayuyu, Thu Apr 23 21:18:04 +0000 2020, -117.122343, 32.578020, #tbt [1999(?)] Thank you, Laura Preble, for casting me as Vera Carp in Mar Vista High School’s production of Greate… https://t.co/jHQq1KwyVD 
akoji007, Thu Apr 23 21:18:04 +0000 2020, -76.620482, 39.284713, @richardhine https://t.co/GxpObOpOZo 
f_giraffedick, Thu Apr 23 21:18:04 +0000 2020, -84.539813, 39.137038, 🗣 STOP TRYING TO FORCE PPL TO LIKE WHAT THEY DON’T LIKE 
matthew_est99, Thu Apr 23 21:18:04 +0000 2020, -119.782465, 36.786042, Barely woke up and my day is already ruined 
TRUEWAYINS, Thu Apr 23 21:18:04 +0000 2020, -118.369886, 34.209203, Just posted a photo @ TRUE WAY INSURANCE AGENCY https://t.co/thbmNGSFgK 
WillieDeeBeLike, Thu Apr 23 21:18:05 +0000 2020, -80.045939, 32.914424, @jupitersag_ https://t.co/MC5wUJSyjx 
NITHEDOLL, Thu Apr 23 21:18:05 +0000 2020, -76.921232, 38.848156, i can’t wait for my food to get here. 
itsthecurb, Thu Apr 23 21:18:05 +0000 2020, -77.604684, 41.117936, @WWEApollo @TheMooseNation https://t.co/JBjZnGjfM0 
Tonynana101, Thu Apr 23 21:18:05 +0000 2020, -73.669450, 40.588623, @toekneepraysick 🤍🤍🤍 
briinalexxis, Thu Apr 23 21:18:05 +0000 2020, -98.540651, 29.417501, Though we ain’t together, God wish you well. 
brianadamariss, Thu Apr 23 21:18:05 +0000 2020, -95.446486, 29.838495, @gznessita muah😚 
finskins, Thu Apr 23 21:18:05 +0000 2020, -122.958344, 49.239654, @littlered_ace People who want free money and don't want to go back to work will resist and make you feel like a mo… https://t.co/o04SLUKLeq 
BFBJSC, Thu Apr 23 21:18:05 +0000 2020, -77.604684, 41.117936, @WW_RickGrimes_D Free membership actually lol 
abahman_, Thu Apr 23 21:18:05 +0000 2020, -76.615181, 39.396352, مبارك عليكم الشهر و تقبل الله منا ومنكم صالح الاعمال ❤️ 
donnareiners, Thu Apr 23 21:18:05 +0000 2020, -95.369400, 29.760200, #writers #authors #published #employment #jobs #fired #quest #coach @ Houston, Texas https://t.co/0CkDWp0ama 
nalawitdaUZi, Thu Apr 23 21:18:05 +0000 2020, -73.948775, 40.655138, @djsaige_ always. 💜 i miss u loads mann. 
tmj_usa_secure, Thu Apr 23 21:18:05 +0000 2020, -80.608109, 28.083627, Join the Allied Universal team! See our latest Security Officer job openings, including "(DOD) Cleared Security Off… https://t.co/P9tBltiVHy 
mbrom999, Thu Apr 23 21:18:05 +0000 2020, -81.791977, 26.152407, @Harrison2286 @nanblunt @NYGovCuomo https://t.co/hh9OtBAFRJ a bitch Mitch. Thanks for raising the topic. 
iamgolddigga, Thu Apr 23 21:18:05 +0000 2020, -95.446486, 29.838495, Let me smell your dick ass bitch lmaooo 
idabellaco, Thu Apr 23 21:18:05 +0000 2020, -83.173867, 32.678207, OKAAAAYYY 🗣🗣🗣🗣 
Rutledgeee, Thu Apr 23 21:18:05 +0000 2020, -117.782360, 33.689732, You cannot, and never will, be able to hate a good soul. You can only envy yourself and your actions of why you are… https://t.co/SizNnvGnvt 
warriormamma, Thu Apr 23 21:18:06 +0000 2020, -84.412500, 33.572600, Reposted from warriormammas ~ &gt;&gt; TONIGHT!!! &lt;&lt; Episode 2, Season 2 of #DishWithTheDoulas, with special guest… https://t.co/Lgm9JyExHS 
RingwoodManor, Thu Apr 23 21:18:06 +0000 2020, -74.254793, 41.139121, Flying high over Ringwood Manor! Here's an aerial image taken of the property in c. 1970. The Manor can be seen in… https://t.co/03Mp0z6R6K 
LiberianKing_, Thu Apr 23 21:18:06 +0000 2020, -74.773336, 40.216133, Bottom right. 
oshobudda, Thu Apr 23 21:18:06 +0000 2020, -71.378008, 41.877246, @realDonaldTrump 
parlayshay, Thu Apr 23 21:18:06 +0000 2020, -85.768241, 37.822244, I’m trying to see that Travis Scott fortnite concert 
UCFKent, Thu Apr 23 21:18:06 +0000 2020, -81.367773, 28.501678, @ChrisLatvala @diana_h @dishonorablepod @youbeccabelieve Here is another 1. https://t.co/QNeyIP3m0Z 
jackslavin2, Thu Apr 23 21:18:06 +0000 2020, -86.270540, 45.001180, I am crazy excited for this draft tonight. First sports event in months 
tmj_MD_ITPM, Thu Apr 23 21:18:06 +0000 2020, -76.726777, 39.113760, Want to work at SAIC? We're hiring in #FortMeade, MD! Click the link in our bio for details on this job and more: O… https://t.co/x1dVGfrErC 
NBC10_Lindsay, Thu Apr 23 21:18:06 +0000 2020, -71.463968, 41.768938, Cat’s are susceptible to #COVID19 ... I’ll be building a bubble around my fur son. Do NOT MESS with this cat mama!!… https://t.co/Bg822wskRV 
ToniAnnSDerby1, Thu Apr 23 21:18:06 +0000 2020, -90.011008, 29.982601, @Steven__Donohue Free nugs???!!!! 
IsaiahLCarter, Thu Apr 23 21:18:06 +0000 2020, -75.770041, 42.746617, @theNFLchick @justzeke_ I was just talking about how starved I am for human contact throughout this time. Living… https://t.co/NgYHtbJBdF 
BillyGomila, Thu Apr 23 21:18:06 +0000 2020, -91.003814, 30.403719, Kudos to @evansaacks on this 
cbatttarse, Thu Apr 23 21:18:06 +0000 2020, -100.270474, 25.736715, @cesocerezo @emalatris Algún chairo de piel muy delgadita 
ugaredclayer33, Thu Apr 23 21:18:06 +0000 2020, -80.851542, 36.266739, @seanhannity https://t.co/RHzPQPoocA 
HSNCareers, Thu Apr 23 21:18:06 +0000 2020, -82.304854, 36.419272, This job might be a great fit for you: FC Team Member (Housekeeping/Wed-Sat) - https://t.co/GfAKBTXHh4 #CustomerService #PineyFlats, TN 
stilltrilll, Thu Apr 23 21:18:07 +0000 2020, -95.446486, 29.838495, I need a beauty supply. I need some mf lashes and edge control 😭 
AnnWarnell, Thu Apr 23 21:18:07 +0000 2020, -76.916890, 39.501153, Truly Serious catch every word 
StacieMarvin1, Thu Apr 23 21:18:07 +0000 2020, -76.449396, 39.228114, @GWRichard17 Check out this @Desmos activity: Breakout! Top Chef - No Screen Lock! https://t.co/DSvTluiLJR 
GotZep, Thu Apr 23 21:18:07 +0000 2020, -121.280423, 38.579524, @StimulusPKG822 I like that 
LifeAintBreezy, Thu Apr 23 21:18:07 +0000 2020, -95.446486, 29.838495, @Jetlife_Ryan_ So much shit happening 
johni_sweeney, Thu Apr 23 21:18:07 +0000 2020, -84.455858, 39.215124, @RicoSuaveJD @thehill As someone with a journalism degree let me tell you a little secret: news doesn't always have… https://t.co/ffikpl50hr 
AngelGail_4, Thu Apr 23 21:18:07 +0000 2020, -73.708745, 40.703539, @Zakurama11 Si je le dessine je te perd wsh 
McGrewRey, Thu Apr 23 21:18:07 +0000 2020, -110.915573, 32.189391, https://t.co/kt9cNo0MQ0 
MariaGomez_84, Thu Apr 23 21:18:07 +0000 2020, -95.326899, 29.547885, 👀👀👀 
gerardogf, Thu Apr 23 21:18:07 +0000 2020, -80.323500, 25.815720, #heyquefue... Un #tbt del 2018 ¿Qué se puede decir...? #admiracion #orgullo #respeto #agradecimiento a la #vida, a… https://t.co/sxVsjdda0j 
ABrookeBrock, Thu Apr 23 21:18:07 +0000 2020, -80.846001, 28.722557, Sunflowers 🌻 make me happy ❤️ Bees 🐝 and Butterflies 🦋 joined us today in the sunflower field. Beautiful day to be… https://t.co/Xd78Jgpf5T 
jason_in_boise, Thu Apr 23 21:18:07 +0000 2020, -91.401008, 30.937336, @shelby_latino Grand Isle this morning. These barrel shaped clouds were rolling 
SloppyJoJo, Thu Apr 23 21:17:58 +0000 2020, -115.234435, 36.018805, @Eugenesabeast @introBRUCEme @FOX5Vegas 😂😂 
breezyphan, Thu Apr 23 21:18:08 +0000 2020, -87.732013, 41.833585, Let me know if you need anything 
RisingPathMusic, Thu Apr 23 21:18:08 +0000 2020, -92.923809, 44.905420, My email is just like Whack-a-mole 📩 https://t.co/IMyKwlgC3E 
kdsnuffer, Thu Apr 23 21:18:05 +0000 2020, -74.508969, 39.446196, 2016 I was a Democrat. 2018 an Independent. Trump needs his Twitter taken away and care less about ratings. But Dem… https://t.co/vc81q4cNCj 
domchurch1, Thu Apr 23 21:18:08 +0000 2020, -79.857363, 36.090397, @PeakBrodie @ClampGodDre @MonstaTape Ummmmmmm ok if you say so I’m just saying history repeats it’s self so when do… https://t.co/oUySy5PHkC 
CycleBabo, Thu Apr 23 21:18:08 +0000 2020, -97.343915, 37.683897, @Rae_volution Great lookin!Happy trails. 
KissStephanie, Thu Apr 23 21:18:08 +0000 2020, -116.517290, 33.825080, @HealThyself15 Liberals haven't crashed the economy. The Orange Douche is responsible for that. Liberals aren't res… https://t.co/UQEqXPuKzf 
r_dallow2, Thu Apr 23 21:18:08 +0000 2020, -87.533406, 33.196601, @tweetsbyleet That look in your eye or time by g jones, pretty much anything off ineffable truth 
iliexnx, Thu Apr 23 21:18:08 +0000 2020, -118.156711, 33.809172, i tried my hardest....but i am a timothee chalamet stan 🤡 
will6foot5, Thu Apr 23 21:18:08 +0000 2020, -75.117998, 40.004866, 🙏🏾 
FanTastik_Ra, Thu Apr 23 21:18:08 +0000 2020, -95.446486, 29.838495, I know I know I know 
austinnwashere, Thu Apr 23 21:18:08 +0000 2020, -82.479513, 28.087675, One of his hottest looks. Don’t @ me 
booth_smoot, Thu Apr 23 21:18:08 +0000 2020, -85.768241, 37.822244, I Hope!?!? 
ferbat_, Thu Apr 23 21:18:08 +0000 2020, -80.327999, 26.027890, Toy claro que muchos quieren un vecino así en estos momentos 🤣 https://t.co/1hYVa7U6Ld 
Bby_Caittt, Thu Apr 23 21:18:08 +0000 2020, -86.541606, 35.954332, I get to starve til next Wednesday 🙃🙃 
clenseren1, Thu Apr 23 21:18:08 +0000 2020, -122.479070, 37.616095, @tonyposnanski Peeled or unpeeled 
ConsumerSOS, Thu Apr 23 21:18:08 +0000 2020, -79.272570, 43.629311, @cbctom Wow. 
RICKROXX83, Thu Apr 23 21:18:08 +0000 2020, -118.244500, 34.056400, 🤣🤣 it really did scare me lmao like the hell is that big foot lol #tagnbagem  #codwarzone  #teamletsgetit… https://t.co/ymvC4uf6h4 
artful_love, Thu Apr 23 21:18:09 +0000 2020, -111.547029, 39.499762, @NatashaBertrand @dlippman @laraseligman Not surprising - trump keeps looking for a way he can blame his lethal dec… https://t.co/7z9I3KBHal 
SlickJizzle, Thu Apr 23 21:18:09 +0000 2020, -83.173867, 32.678207, @HBCUfessions https://t.co/v9Sb1rIDS5 
Ekykaleky, Thu Apr 23 21:18:09 +0000 2020, -77.604684, 41.117936, @MichaelFairman @MauriceBenard @GeneralHospital @MaxGail @RebeccaLHerbst Love Rebecca and Sonny. Giver her a go with the Latin lover. 
jafelix562, Thu Apr 23 21:18:09 +0000 2020, -117.673254, 33.987333, these facetasm 1s i juts bought &gt;&gt;🔥🥴 for the LOW too 
ellewags, Thu Apr 23 21:18:09 +0000 2020, -77.277155, 38.793622, All set here to meet our Mason Arts students! #chooseMason 💚@CVPAatMason @gmugreenmachine @MusicAtMason @GMUDance… https://t.co/C2cShZoJo6 
MsNikki27, Thu Apr 23 21:18:09 +0000 2020, -86.791549, 36.200008, https://t.co/HHRuyLTUfK 
mslr4ever, Thu Apr 23 21:18:09 +0000 2020, -74.209249, 40.143253, @MissLilyLangtry Thank you!!!  Love ya back!!❤❤❤🌹 
Kat25638729, Thu Apr 23 21:18:09 +0000 2020, -83.804475, 27.698682, @PauletteParis1 Thats for damn sure. 
ssangster, Thu Apr 23 21:18:09 +0000 2020, -71.079038, 41.899534, @WilliamShatner @DalaiLama Jordan B Peterson: Rule 6 
StephTCromme, Thu Apr 23 21:18:09 +0000 2020, -73.831187, 40.670879, @Groupon is a terribly hypocritical company. They tell me how to use my Groupon Bucks for local merchants but then… https://t.co/ICejbOuVVE 
jasminevanee5, Thu Apr 23 21:18:09 +0000 2020, -118.129042, 33.888081, @Shes___crystal LMAO Only on my break k 😒 
RonMcNamar, Thu Apr 23 21:18:09 +0000 2020, -92.816530, 34.363073, @terihicks @rokelley @DIRECTV @dishnet Just make sure it will do everything you need.  Wouldn’t for me 🤷🏻‍♂️ 
bearandhistoys, Thu Apr 23 21:18:09 +0000 2020, -106.162898, 28.941866, @rojitous Es la primera semana que alcanzo a la monita del moco que vende nabos y también voy a perder 
MBurbs82, Thu Apr 23 21:18:09 +0000 2020, -87.263447, 41.532134, @melbie628 @suphaley @WSBT For real. I feel like I'm being drown by stupid, lately. 
hillgafam, Thu Apr 23 21:18:09 +0000 2020, -90.377281, 38.635678, Thank you for sure! #MAGA2020 
Devildog683, Thu Apr 23 21:18:10 +0000 2020, -83.173867, 32.678207, @roy_hro 🤣🤣 
BMcKnightJr, Thu Apr 23 21:18:10 +0000 2020, -118.411907, 34.020789, First album of the day. “AJA”. 
christahjay, Thu Apr 23 21:18:10 +0000 2020, -96.761753, 32.819858, https://t.co/x35SEHIIIV 
BEEyondBAD, Thu Apr 23 21:18:10 +0000 2020, -84.266174, 30.476216, 🙏🏾 
skellerr, Thu Apr 23 21:18:10 +0000 2020, -87.970456, 41.856730, I really like @kylieskin 🤷🏼‍♀️ and since I’ve started using it, I’ve received numerous compliments on my skin. RT… https://t.co/2T3JUCzovo 
DSarroseangel, Thu Apr 23 21:18:10 +0000 2020, -118.411907, 34.020789, @DanielMcMonigal @steveffootball Its 100000000 XS diff, out of pocket 🙄 
Coach_Hughes2, Thu Apr 23 21:18:10 +0000 2020, -100.076888, 31.168893, The pleasure is all mine Comp! I appreciate you man! 
ZoOmBie_NatiOn, Thu Apr 23 21:18:10 +0000 2020, -119.783900, 36.739800, ART DROP: GOOD LUCK ADVENTURERS 1 of 3 for today .. find the wolfman print .. tag me or text me ASAP.. @ Fresno, Ca… https://t.co/PMwGBmCqhE 
BartGross5, Thu Apr 23 21:18:10 +0000 2020, -82.160865, 29.120223, @big_fielder @Jasinjuh @Timcast You know tlif you idiolological fools think it's a freaking joke your as stupid as Putin.... 
Daystack, Thu Apr 23 21:18:10 +0000 2020, -82.985772, 39.994684, The wobble to the crown took me outttt 
_hannahwerner, Thu Apr 23 21:18:10 +0000 2020, -111.931711, 34.168253, THIS PLAYLIST IS AMAZING https://t.co/2JcgySX6Eu 
deborahutchens, Thu Apr 23 21:18:10 +0000 2020, -77.840808, 34.290461, AMEN!!! 
hochanz, Thu Apr 23 21:18:11 +0000 2020, -80.332605, 43.402109, @TT_Sunshine_ Do it 
jacquelineTack8, Thu Apr 23 21:18:10 +0000 2020, -122.520727, 37.986542, Yes they are working in the Bay Area California 😏 @StefanMolyneux https://t.co/57KrE7uqgV 
TomOLeary4, Thu Apr 23 21:18:11 +0000 2020, -118.411907, 34.020789, @FeoChin Don’t they cost that now? 
JimGumm, Thu Apr 23 21:18:11 +0000 2020, -84.866350, 35.193336, @GATechVault Just my opinion. Georgia Tech should wear a white jerseys at home always (ala Dallas in the NFL). Nobo… https://t.co/k6yoCTkkzY 
hermionaye, Thu Apr 23 21:18:11 +0000 2020, -122.958344, 49.239654, Back to real gaming nights na aaah bye school 
danyofig, Thu Apr 23 21:18:11 +0000 2020, -84.433106, 33.767195, brb crying https://t.co/xH8NEcTNG3 
mahaileyalanna, Thu Apr 23 21:18:11 +0000 2020, -149.758794, 61.235042, the people getting mad at people for NOT social distancing actually be the ones with their friends not social distancing lol 
Mitribryan, Thu Apr 23 21:18:11 +0000 2020, -82.669467, 40.365160, HE WASN’T PLAYIN! 😩😭 
DevvB__, Thu Apr 23 21:18:11 +0000 2020, -79.420865, 38.003376, someone just commented “get back” and i swear that took me back to like ‘09😂 
KeganAhmad, Thu Apr 23 21:18:11 +0000 2020, -82.023666, 34.503452, Keep tellin me I ain’t the 1 Really get me on my shit ‼️ 
Questio52481539, Thu Apr 23 21:18:11 +0000 2020, -89.266508, 39.739300, @DRUDGE @BonginoReport @townhallcom @cnsnews @BreitbartNews @InfoWarsMedia @RFKHumanRights @realDonaldTrump @FTC 
alexduplan, Thu Apr 23 21:18:11 +0000 2020, -96.761753, 32.819858, El mejor sin duda. 👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼 
BudbuttnoWeiser, Thu Apr 23 21:18:11 +0000 2020, -149.758794, 61.235042, @nicksitro Howard and next years #1 for the Bengals 1st pick in the second round- select Jalen Hurts and then CEH at 45 
BKDMER, Thu Apr 23 21:18:11 +0000 2020, -80.112903, 26.533486, @RepAndyBiggsAZ @realDonaldTrump I’m going with the scientists 
tahoesarahkay, Thu Apr 23 21:18:11 +0000 2020, -119.987357, 38.893409, @wishuponaLAUR I do agree with seeing in person... But like every unit has something wrong with it even new ones (I… https://t.co/MnXHI7Fcje 
AlexMooreActor, Thu Apr 23 21:18:11 +0000 2020, -96.761753, 32.819858, On the advice I got asked from several VAs and some piggy bank assessment, I now have SourceConnect and ProTools. I… https://t.co/V75nNGwsre 
AlexHoffman747, Thu Apr 23 21:18:11 +0000 2020, -77.236969, 38.805115, @TheRealOjHoward https://t.co/cm8h4gFVf1 
Man_of97, Thu Apr 23 21:18:11 +0000 2020, -84.433106, 33.767195, This was harder than I thought😭😭I got W Reply for a letter https://t.co/ZEWbVGwzKa 
CootSir_joe9, Thu Apr 23 21:18:11 +0000 2020, -117.119517, 33.501021, LITERALLY FUCK ALL THESE MFS I can’t stand ppl 👏🏻👏🏻say it louder for the ppl in the back! 
broh7, Thu Apr 23 21:18:11 +0000 2020, -118.001298, 34.040740, @aaalmeidaaaa Had no good route runners what so ever. There saying this guys a great route runner. I hope he doesn’… https://t.co/hzv4lLIjLp 
Caturee_Savagee, Thu Apr 23 21:18:11 +0000 2020, -95.446486, 29.838495, ☺️☺️☺️ 
MannyE46, Thu Apr 23 21:18:11 +0000 2020, -118.163276, 34.685827, I lieI cheat I steal 
brycen0204, Thu Apr 23 21:18:12 +0000 2020, -80.325356, 27.322902, Yeah corner and o line with Andrews and tuney is good 
KlatuBaradaNiko, Thu Apr 23 21:18:12 +0000 2020, -122.923516, 47.064528, @TwistedResiste1 @AlabamaResists Likely the speed throttle part of the #DailyLimit.Just hold off for a bit and al… https://t.co/ozD3JyWJ3y 
JakesTakes, Thu Apr 23 21:18:12 +0000 2020, -87.732013, 41.833585, https://t.co/mPdqH3QQqh 
hyphynhumble, Thu Apr 23 21:18:12 +0000 2020, -122.435979, 37.770657, Don’tworryaboutitsweetheart 
arianadrx, Thu Apr 23 21:18:12 +0000 2020, -117.887439, 33.739992, wish my ass was fat 
lftrev, Thu Apr 23 21:18:12 +0000 2020, -100.270474, 25.736715, @SamanthaCarrJim Achuuuu https://t.co/XZgi9kkr02 
infographx, Thu Apr 23 21:18:12 +0000 2020, -118.411907, 34.020789, These maps made available by @NASA shows the average concentration of nitrogen dioxide in March 2015-19, top, and i… https://t.co/TXEtYcksrI 
kaypriceee, Thu Apr 23 21:18:12 +0000 2020, -76.128811, 43.052607, Cowboy fans 🧐 what's your take on Jerry Jones doing the draft by himself tonight? 
rschouten23, Thu Apr 23 21:18:12 +0000 2020, -78.740213, 42.960616, Romeo is the highest man on the planet 
cryptosandicos, Thu Apr 23 21:18:12 +0000 2020, -117.851089, 33.842863, @EndTheFed_org @NorthmanTrader And silly people call #bitcoin a Ponzi! Lol#blockchains bring transparency, but… https://t.co/EhYM9UUouR 
amarimcneill_, Thu Apr 23 21:18:12 +0000 2020, -84.066106, 34.048970, #AllForSAMford 🐶 https://t.co/4mRWGKU9V9 
MatlackArlene, Thu Apr 23 21:18:12 +0000 2020, -81.538480, 41.390802, @TerryM_TT Some don't care 
NorthBankNorman, Thu Apr 23 21:18:12 +0000 2020, -122.479070, 37.616095, Those were the days my friend... @realmartinkemp https://t.co/XmMbyAMHkL 
TheBoyJO, Thu Apr 23 21:18:12 +0000 2020, -96.053431, 41.275721, @_FineAssJay_ 🧢 you musta seen me say sumn! 🤣 
brianadamariss, Thu Apr 23 21:18:12 +0000 2020, -95.446486, 29.838495, @siirenardz likewise gorgeous 😚 
RIMerideth, Thu Apr 23 21:18:12 +0000 2020, -115.223125, 36.232915, Don’t worry Nevada 🐑🐑🐑 the governor is OK.  https://t.co/A3yUjRHAzl 
CanIGetaLUCY, Thu Apr 23 21:18:12 +0000 2020, -75.277064, 39.940866, 2 
Clayton03505894, Thu Apr 23 21:18:12 +0000 2020, -80.846785, 35.209059, Sanford and Son 
Paulsandroni, Thu Apr 23 21:18:13 +0000 2020, -76.798193, 42.908448, @jsolomonReports Computer Wiz. The only thing he did when out was find a way to go after Trump. That he did. Oversi… https://t.co/aY2eeCtkK9 
travsam, Thu Apr 23 21:18:12 +0000 2020, -87.732013, 41.833585, @goliveros La libertad de mi depa 
DJToonsNyc, Thu Apr 23 21:18:13 +0000 2020, -73.968542, 40.780709, @natbadbutt Shit is Wavey !! 
ElPincheDro, Thu Apr 23 21:18:13 +0000 2020, -97.285913, 32.779967, Me: this shouldn’t be too hard to swap. Me 5 hours later after everything that could’ve gone wrong, did go wrong https://t.co/PhXjUDrvOA 
MRNurse27th, Thu Apr 23 21:18:13 +0000 2020, -75.117998, 40.004866, @JustChefMack If I could have my salary without the heavy taxes that come out for a single person I would be happy 
rachiana_, Thu Apr 23 21:18:13 +0000 2020, -77.597944, 35.275481, @gwsjuIi @beksvisualll NO!! 
JustMeKWR, Thu Apr 23 21:18:13 +0000 2020, -77.458990, 43.056600, @WubsNet 🤣🤣 
ericaaxlynn, Thu Apr 23 21:18:13 +0000 2020, -77.358939, 38.646120, Same 
AcademyPrepSP, Thu Apr 23 21:18:13 +0000 2020, -82.664650, 27.749240, FUTURE MUSTANG! We are so excited to share that current eighth grade scholar, Justin, has been accepted and has com… https://t.co/XpOm2HGPq6 
chub_B_W, Thu Apr 23 21:18:13 +0000 2020, -84.470729, 33.861402, Y’all got that fee waiver extension email from Delta? https://t.co/AvSzL8jYbh 
iamyayyee, Thu Apr 23 21:18:13 +0000 2020, -122.087543, 38.008516, Every were I go im seeing 12 two cars deep, yawl be safe they out 
natsinf, Thu Apr 23 21:18:13 +0000 2020, -118.156711, 33.809172, i just saw a blue jay and a lizard in my backyard in a matter of 2 minutes 
ademar110, Thu Apr 23 21:18:13 +0000 2020, -100.365274, 25.807314, @Jonathan_Jrz49 @ozii_el @DeluxeRegio @karlozzx11 y que ganó?Presúmeme... que ganó?Si a esas vamos... yo ya vi a… https://t.co/R8fib3YupK 
DevinAlbertson, Thu Apr 23 21:18:13 +0000 2020, -94.863354, 40.345541, Delpit or Ruiz. 
daisydrby, Thu Apr 23 21:18:13 +0000 2020, -96.088906, 41.179166, Sunny and warm walk today! Bet the kid listens next time I tell him it’s too hot for a sweater 😂 @ Hell Creek https://t.co/TthXBccVBr 
CindyMy13178850, Thu Apr 23 21:18:13 +0000 2020, -98.319925, 38.498196, @LunaLuvgood2020 I have no idea😗 
JaviCardenas19, Thu Apr 23 21:18:13 +0000 2020, -100.168717, 25.778679, Ayyyyy cabron! 
DoItLike_Liyahh, Thu Apr 23 21:18:13 +0000 2020, -74.558216, 40.820712, “You got Kik?” 
mdlifemargarita, Thu Apr 23 21:18:14 +0000 2020, -78.657837, 35.843981, Stop licking your weenie! Is something I say 372 times a day to the dog now. #dogsduringlockdown #lockdownextension #boredinthehouse 
cottagekid19, Thu Apr 23 21:18:14 +0000 2020, -79.272570, 43.629311, Hey @JimmieJohnson   I’m watching “Speed is my Need” on Netflix. Would you every consider or at least try motorcycle racing?? 
samoravandross, Thu Apr 23 21:18:14 +0000 2020, -84.433106, 33.767195, @emaayaaa oh wow 
Therealtjgaines, Thu Apr 23 21:18:14 +0000 2020, -75.882053, 43.045377, Regular nigga 😎 https://t.co/D16QqQ5BFZ 
SoGorgeousLulu, Thu Apr 23 21:18:14 +0000 2020, -95.446486, 29.838495, I wanted seafood 😩 but steak will do 
King_nitsua23, Thu Apr 23 21:18:14 +0000 2020, -121.548581, 39.122291, This will get you in your feelings 🤧🤟🏼 
AustinHR17, Thu Apr 23 21:18:14 +0000 2020, -83.804475, 27.698682, Tickle me Elmo sold separate 
